# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug 12 01:05:30 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_telescope: Discovery Telescope
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_telescope,rv_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,ttv_flag,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
K2-21 b,1,2,Transit,2015,0.95 m Kepler Telescope,0,0,9.32503800,0.00037900,-0.00040300,0,1.840,0.100,-0.100,0,0.164,0.009,-0.009,0,4.04000,,,0,0.01270,,,0,0,0.68,0.07,-0.07,0,83.6448000,0.2665000,-0.2649000
K2-21 c,1,2,Transit,2015,0.95 m Kepler Telescope,0,0,15.50192000,0.00091800,-0.00092800,0,2.490,0.170,-0.190,0,0.222,0.015,-0.017,0,6.76000,,,0,0.02130,,,0,0,0.68,0.07,-0.07,0,83.6448000,0.2665000,-0.2649000
K2-210 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,0.57023000,0.00003200,-0.00003200,0,0.860,0.200,-0.200,0,0.077,0.018,-0.018,0,0.56600,,,0,0.00178,,,0,0,0.91,0.02,-0.03,0,176.5100000,1.8580000,-1.8190000
K2-211 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,0.66953200,0.00001900,-0.00001900,0,1.300,0.200,-0.200,0,0.116,0.018,-0.018,0,2.24000,,,0,0.00705,,,0,0,0.88,0.02,-0.03,0,272.2970000,4.1790000,-4.0570000
K2-212 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,9.79564700,0.00002100,-0.00002100,0,2.650,0.200,-0.180,0,0.236,0.018,-0.016,0,7.51000,,,0,0.02360,,,0,0,0.62,0.02,-0.02,0,109.2180000,0.9310000,-0.9160000
K2-213 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,8.13087000,0.00177100,-0.00179900,0,1.514,0.298,-0.210,0,0.135,0.027,-0.019,0,2.90000,,,0,0.00913,,,0,0,1.07,0.06,-0.04,0,389.7020000,6.9400000,-6.7040000
K2-214 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,8.59680200,0.00100600,-0.00084700,0,2.430,0.130,-0.130,0,0.217,0.012,-0.012,0,6.48000,,,0,0.02040,,,0,0,1.05,0.03,-0.03,0,300.6400000,4.1860000,-4.0750000
K2-215 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,8.26964800,0.00046700,-0.00045600,0,2.124,0.259,-0.158,0,0.189,0.023,-0.014,0,5.16000,,,0,0.01620,,,0,0,1.00,0.03,-0.03,0,403.9640000,6.4340000,-6.2400000
K2-216 b,1,1,Transit,2018,0.95 m Kepler Telescope,1,0,2.17480000,0.00005000,-0.00005000,0,1.750,0.170,-0.100,0,0.156,0.015,-0.009,0,8.00000,1.60000,-1.60000,0,0.02517,0.00503,-0.00503,0,0,0.70,0.03,-0.03,0,115.4610000,0.7100000,-0.7010000
K2-217 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,14.07452400,0.00099400,-0.00093800,0,3.579,0.698,-0.485,0,0.319,0.062,-0.043,0,12.50000,,,0,0.03930,,,0,0,1.10,0.05,-0.04,0,381.8780000,7.6490000,-7.3600000
K2-218 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,8.67988500,0.00041700,-0.00043000,0,2.569,0.275,-0.152,0,0.229,0.025,-0.014,0,7.13000,,,0,0.02240,,,0,0,1.05,0.03,-0.03,0,394.0830000,10.0170000,-9.5410000
K2-219 b,1,3,Transit,2018,0.95 m Kepler Telescope,0,0,3.90128700,0.00066000,-0.00067700,0,1.348,0.202,-0.181,0,0.120,0.018,-0.016,0,2.38000,,,0,0.00750,,,0,0,1.02,0.03,-0.03,0,325.4000000,4.8420000,-4.7050000
K2-219 c,1,3,Transit,2018,0.95 m Kepler Telescope,0,0,6.66767000,0.00128300,-0.00156900,0,1.438,0.214,-0.192,0,0.128,0.019,-0.017,0,2.66000,,,0,0.00837,,,0,0,1.02,0.03,-0.03,0,325.4000000,4.8420000,-4.7050000
K2-219 d,1,3,Transit,2018,0.95 m Kepler Telescope,0,0,11.13727800,0.00080800,-0.00078600,0,2.576,0.357,-0.323,0,0.230,0.032,-0.029,0,7.16000,,,0,0.02250,,,0,0,1.02,0.03,-0.03,0,325.4000000,4.8420000,-4.7050000
K2-22 b,2,1,Transit,2015,0.95 m Kepler Telescope,0,0,0.38107300,0.00002400,-0.00002400,0,2.300,0.100,-0.100,0,0.205,0.009,-0.009,0,444.96200,,,1,1.40000,,,1,0,0.60,0.06,-0.06,0,243.8360000,2.7975000,-2.7975000
K2-220 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,13.68325600,0.00105000,-0.00110000,0,2.390,0.120,-0.120,0,0.213,0.011,-0.011,0,6.30000,,,0,0.01980,,,0,0,0.96,0.04,-0.04,0,233.5140000,2.7570000,-2.6950000
K2-221 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,2.39909400,0.00012500,-0.00011800,0,1.679,0.167,-0.096,0,0.150,0.015,-0.009,0,3.46000,,,0,0.01090,,,0,0,1.01,0.02,-0.02,0,318.8100000,6.7630000,-6.4930000
K2-222 b,1,1,Transit,2018,0.95 m Kepler Telescope,1,0,15.38857000,0.00088000,-0.00088000,0,2.350,0.080,-0.070,0,0.210,0.007,-0.006,0,8.70000,1.70000,-1.70000,0,0.02737,0.00535,-0.00535,0,0,0.99,0.07,-0.07,0,101.3210000,0.6320000,-0.6250000
K2-223 b,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,0.50557000,0.00008800,-0.00008800,0,0.890,0.100,-0.090,0,0.079,0.009,-0.008,0,0.64000,,,0,0.00201,,,0,0,1.06,0.02,-0.02,0,198.6040000,2.5670000,-2.5030000
K2-223 c,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,4.56254600,0.00014000,-0.00014000,0,1.500,0.100,-0.100,0,0.134,0.009,-0.009,0,2.86000,,,0,0.00899,,,0,0,1.06,0.02,-0.02,0,198.6040000,2.5670000,-2.5030000
K2-224 b,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,4.47904000,0.00116000,-0.00132000,0,1.560,0.160,-0.140,0,0.139,0.014,-0.012,0,3.05000,,,0,0.00961,,,0,0,0.91,0.02,-0.02,0,275.2550000,2.9350000,-2.8740000
K2-224 c,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,10.09489000,0.00119000,-0.00114000,0,2.410,0.160,-0.120,0,0.215,0.014,-0.011,0,6.39000,,,0,0.02010,,,0,0,0.91,0.02,-0.02,0,275.2550000,2.9350000,-2.8740000
K2-225 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,15.87209000,0.00387000,-0.00338000,0,3.490,0.260,-0.200,0,0.311,0.023,-0.018,0,12.00000,,,0,0.03770,,,0,0,1.27,0.02,-0.04,0,357.7780000,5.8960000,-5.7110000
K2-226 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,3.27108000,0.00049000,-0.00050000,0,1.540,0.140,-0.090,0,0.137,0.012,-0.008,0,2.99000,,,0,0.00940,,,0,0,0.88,0.03,-0.03,0,211.2650000,3.3790000,-3.2750000
K2-227 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,13.62183200,0.00318800,-0.00326800,0,1.666,1.221,-0.179,0,0.149,0.109,-0.016,0,3.41000,,,0,0.01070,,,0,0,0.95,0.03,-0.03,0,187.2340000,2.0560000,-2.0130000
K2-228 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,2.69828000,0.00022000,-0.00022000,0,1.210,0.100,-0.060,0,0.108,0.009,-0.005,0,1.92000,,,0,0.00606,,,0,0,0.71,0.02,-0.02,0,129.4600000,4.0910000,-3.8520000
K2-229 b,1,2,Transit,2018,0.95 m Kepler Telescope,1,0,0.58421600,0.00002200,-0.00002200,0,1.000,0.020,-0.020,0,0.089,0.002,-0.002,0,2.49000,0.42000,-0.43000,0,0.00783,0.00132,-0.00135,0,0,0.87,0.01,-0.01,0,102.5640000,1.0930000,-1.0700000
K2-229 c,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,8.32727000,0.00041000,-0.00043000,0,2.030,0.120,-0.060,0,0.181,0.011,-0.005,0,21.30000,,,1,0.06702,,,1,0,0.87,0.01,-0.01,0,102.5640000,1.0930000,-1.0700000
K2-230 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,2.86041000,0.00061000,-0.00061000,0,1.960,0.180,-0.160,0,0.175,0.016,-0.014,0,4.50000,,,0,0.01420,,,0,0,1.11,0.02,-0.02,0,540.7730000,14.3210000,-13.6130000
K2-231 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,13.84190100,0.00135200,-0.00135200,0,2.500,0.200,-0.200,0,0.223,0.018,-0.018,0,6.80000,,,0,0.02140,,,0,0,1.01,0.03,-0.03,0,321.2150000,4.1980000,-4.0930000
K2-232 b,1,1,Transit,2018,0.95 m Kepler Telescope,1,0,11.16845400,0.00002300,-0.00002300,0,11.209,0.247,-0.224,0,1.000,0.022,-0.020,0,126.49634,11.75971,-11.75971,0,0.39800,0.03700,-0.03700,0,0,1.19,0.03,-0.03,0,130.7200000,0.7680000,-0.7590000
K2-233 b,1,3,Transit,2018,0.95 m Kepler Telescope,0,0,2.46750000,0.00004000,-0.00004000,0,1.343,0.018,-0.016,0,0.120,0.002,-0.001,0,11.26000,,,1,0.03543,,,1,0,0.79,0.01,-0.01,0,67.5062000,0.2799000,-0.2775000
K2-233 c,1,3,Transit,2018,0.95 m Kepler Telescope,0,0,7.06005000,0.00024000,-0.00027000,0,1.281,0.022,-0.021,0,0.114,0.002,-0.002,0,12.81000,,,1,0.04030,,,1,0,0.79,0.01,-0.01,0,67.5062000,0.2799000,-0.2775000
K2-233 d,1,3,Transit,2018,0.95 m Kepler Telescope,0,0,24.36450000,0.00068000,-0.00068000,0,2.358,0.043,-0.036,0,0.210,0.004,-0.003,0,21.14000,,,1,0.06651,,,1,0,0.79,0.01,-0.01,0,67.5062000,0.2799000,-0.2775000
K2-237 b,1,1,Transit,2018,0.95 m Kepler Telescope,1,0,2.18053539,0.00000086,-0.00000085,0,16.197,0.549,-0.504,0,1.445,0.049,-0.045,0,433.20012,34.96112,-29.24021,0,1.36300,0.11000,-0.09200,0,0,1.26,0.05,-0.07,0,314.9950000,7.2210000,-6.9100000
K2-238 b,1,1,Transit,2018,0.95 m Kepler Telescope,1,0,3.20466000,0.00003000,-0.00003000,0,14.572,1.681,-1.569,0,1.300,0.150,-0.140,0,273.33380,41.31790,-38.13960,0,0.86000,0.13000,-0.12000,0,0,1.19,0.08,-0.08,0,537.9630000,,
K2-239 b,1,3,Transit,2018,0.95 m Kepler Telescope,0,0,5.24000000,0.00100000,-0.00100000,0,1.100,0.100,-0.100,0,0.098,0.009,-0.009,0,1.37000,,,0,0.00430,,,0,0,0.40,0.01,-0.01,0,31.0849000,0.0831000,-0.0826000
K2-239 c,1,3,Transit,2018,0.95 m Kepler Telescope,0,0,7.77500000,0.00100000,-0.00100000,0,1.000,0.100,-0.100,0,0.089,0.009,-0.009,0,0.97200,,,0,0.00306,,,0,0,0.40,0.01,-0.01,0,31.0849000,0.0831000,-0.0826000
K2-239 d,1,3,Transit,2018,0.95 m Kepler Telescope,0,0,10.11500000,0.00100000,-0.00100000,0,1.100,0.100,-0.100,0,0.098,0.009,-0.009,0,1.37000,,,0,0.00430,,,0,0,0.40,0.01,-0.01,0,31.0849000,0.0831000,-0.0826000
K2-24 b,1,2,Transit,2016,0.95 m Kepler Telescope,1,0,20.88977000,0.00034000,-0.00035000,0,5.400,0.200,-0.200,0,0.482,0.018,-0.018,0,19.00000,2.20000,-2.10000,0,0.05978,0.00692,-0.00661,0,1,1.07,0.06,-0.06,0,170.5620000,1.3600000,-1.3380000
K2-24 c,1,2,Transit,2016,0.95 m Kepler Telescope,1,0,42.33910000,0.00120000,-0.00120000,0,7.500,0.300,-0.300,0,0.669,0.027,-0.027,0,15.40000,1.90000,-1.80000,0,0.04845,0.00598,-0.00566,0,1,1.07,0.06,-0.06,0,170.5620000,1.3600000,-1.3380000
K2-240 b,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,6.03400000,0.00100000,-0.00100000,0,2.000,0.200,-0.100,0,0.178,0.018,-0.009,0,4.66000,,,0,0.01470,,,0,0,0.58,0.01,-0.01,0,72.9105000,0.5225500,-0.5225500
K2-240 c,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,20.52300000,0.00100000,-0.00100000,0,1.800,0.300,-0.100,0,0.161,0.027,-0.009,0,3.89000,,,0,0.01230,,,0,0,0.58,0.01,-0.01,0,72.9105000,0.5225500,-0.5225500
K2-241 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,26.81990000,0.00245000,-0.00247000,0,2.550,0.180,-0.100,0,0.227,0.016,-0.009,0,7.04000,,,0,0.02210,,,0,0,0.71,0.01,-0.01,0,149.4640000,1.0940000,-1.0780000
K2-242 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,6.51389000,0.00082000,-0.00083000,0,2.540,0.210,-0.190,0,0.227,0.019,-0.017,0,6.99000,,,0,0.02200,,,0,0,0.38,0.01,-0.01,0,109.2370000,0.6250000,-0.6170000
K2-243 b,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,11.54182000,0.00272000,-0.00221000,0,2.170,0.140,-0.120,0,0.194,0.012,-0.011,0,5.35000,,,0,0.01680,,,0,0,1.29,0.04,-0.06,0,266.8640000,3.5160000,-3.4280000
K2-243 c,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,24.94598000,0.00491000,-0.00561000,0,2.010,0.150,-0.130,0,0.179,0.013,-0.012,0,4.70000,,,0,0.01480,,,0,0,1.29,0.04,-0.06,0,266.8640000,3.5160000,-3.4280000
K2-244 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,21.06884000,0.00320000,-0.00325000,0,1.750,0.130,-0.100,0,0.156,0.012,-0.009,0,3.71000,,,0,0.01170,,,0,0,0.86,0.02,-0.02,0,212.9020000,2.4220000,-2.3690000
K2-245 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,11.89307000,0.00065000,-0.00063000,0,4.340,0.190,-0.140,0,0.387,0.017,-0.012,0,17.40000,,,0,0.05460,,,0,0,0.83,0.02,-0.01,0,456.0640000,8.7130000,-8.3980000
K2-246 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,5.76918000,0.00081000,-0.00082000,0,3.490,0.250,-0.210,0,0.311,0.022,-0.019,0,12.00000,,,0,0.03770,,,0,0,0.87,0.02,-0.02,0,703.6160000,26.4825000,-26.4825000
K2-247 b,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,2.25021000,0.00033000,-0.00036000,0,2.120,0.190,-0.160,0,0.189,0.017,-0.014,0,5.14000,,,0,0.01620,,,0,0,0.74,0.03,-0.03,0,258.1130000,2.0490000,-2.0170000
K2-247 c,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,6.49424000,0.00260000,-0.00251000,0,2.190,0.250,-0.230,0,0.195,0.022,-0.021,0,5.43000,,,0,0.01710,,,0,0,0.74,0.03,-0.03,0,258.1130000,2.0490000,-2.0170000
K2-248 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,7.17256000,0.00148000,-0.00142000,0,2.570,0.200,-0.140,0,0.229,0.018,-0.012,0,7.13000,,,0,0.02240,,,0,0,0.88,0.04,-0.03,0,406.2540000,4.9910000,-4.8740000
K2-249 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,12.40900000,0.00337000,-0.00284000,0,2.790,0.270,-0.220,0,0.249,0.024,-0.020,0,8.20000,,,0,0.02580,,,0,0,1.32,0.09,-0.12,0,521.7160000,16.9170000,-15.9030000
K2-25 b,1,1,Transit,2015,0.95 m Kepler Telescope,1,0,3.48456408,0.00000060,-0.00000050,0,3.440,0.120,-0.120,0,0.306,0.011,-0.011,0,24.50000,5.70000,-5.20000,0,0.07709,0.01793,-0.01636,0,0,0.26,0.01,-0.01,0,44.9565000,0.1664000,-0.1653000
K2-250 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,4.01457000,0.00062000,-0.00057000,0,2.440,0.190,-0.150,0,0.218,0.017,-0.013,0,6.53000,,,0,0.02050,,,0,0,0.80,0.03,-0.02,0,414.7080000,6.3520000,-6.1660000
K2-251 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,9.30075000,0.00332000,-0.00321000,0,2.350,0.260,-0.210,0,0.210,0.023,-0.019,0,6.12000,,,0,0.01930,,,0,0,0.52,0.01,-0.01,0,147.0300000,1.0420000,-1.0280000
K2-252 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,13.81513000,0.00461000,-0.00448000,0,1.740,0.170,-0.120,0,0.155,0.015,-0.011,0,3.68000,,,0,0.01160,,,0,0,0.79,0.02,-0.01,0,228.8390000,2.0830000,-2.0470000
K2-253 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,4.00167000,0.00013000,-0.00013000,0,12.670,0.690,-0.610,0,1.130,0.062,-0.054,0,,,,,,,,,0,1.08,0.05,-0.08,0,876.5650000,28.7790000,-27.0370000
K2-254 b,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,4.09639000,0.00081000,-0.00079000,0,1.630,0.280,-0.240,0,0.145,0.025,-0.021,0,3.29000,,,0,0.01040,,,0,0,0.71,0.02,-0.03,0,227.7750000,1.2960000,-1.2810000
K2-254 c,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,12.11839000,0.00303000,-0.00321000,0,2.190,0.240,-0.180,0,0.195,0.021,-0.016,0,5.43000,,,0,0.01710,,,0,0,0.71,0.02,-0.03,0,227.7750000,1.2960000,-1.2810000
K2-255 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,1.96417000,0.00004000,-0.00004000,0,2.900,0.280,-0.110,0,0.259,0.025,-0.010,0,8.75000,,,0,0.02750,,,0,0,0.71,0.03,-0.03,0,191.6080000,1.5380000,-1.5150000
K2-257 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,1.60588000,0.00014000,-0.00013000,0,0.830,0.060,-0.050,0,0.074,0.005,-0.004,0,0.49800,,,0,0.00157,,,0,0,0.52,0.01,-0.01,0,64.0065000,0.2577000,-0.2577000
K2-258 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,19.09210000,0.00576000,-0.00633000,0,3.000,0.210,-0.200,0,0.268,0.019,-0.018,0,9.27000,,,0,0.02920,,,0,0,1.21,0.05,-0.08,0,661.8730000,11.2180000,-10.8560000
K2-259 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,15.48043000,0.00332000,-0.00392000,0,2.320,0.200,-0.170,0,0.207,0.018,-0.015,0,5.99000,,,0,0.01890,,,0,0,1.14,0.03,-0.03,0,416.4570000,8.1920000,-7.8880000
K2-26 b,1,1,Transit,2016,0.95 m Kepler Telescope,0,0,14.56650000,0.00160000,-0.00200000,0,2.670,0.460,-0.420,0,0.238,0.041,-0.037,0,7.61000,,,0,0.02390,,,0,0,0.56,0.10,-0.10,0,99.0504000,0.5153000,-0.5102000
K2-260 b,1,1,Transit,2018,0.95 m Kepler Telescope,1,0,2.62666570,0.00000180,-0.00000180,0,17.396,0.538,-0.639,0,1.552,0.048,-0.057,0,451.31860,98.52730,-101.70560,0,1.42000,0.31000,-0.32000,0,0,1.39,0.05,-0.06,0,663.8340000,19.3950000,-18.3420000
K2-261 b,1,1,Transit,2018,0.95 m Kepler Telescope,1,0,11.63347800,0.00001700,-0.00001700,0,9.528,0.392,-0.381,0,0.850,0.035,-0.034,0,59.75174,7.94571,-7.94571,0,0.18800,0.02500,-0.02500,0,0,1.09,0.05,-0.05,0,213.2830000,1.9750000,-1.9410000
K2-263 b,1,1,Transit,2018,0.95 m Kepler Telescope,1,0,50.81894700,0.00009400,-0.00009400,0,2.410,0.120,-0.120,0,0.215,0.011,-0.011,0,14.90000,2.10000,-2.10000,0,0.04688,0.00661,-0.00661,0,0,0.88,0.03,-0.03,0,162.4810000,1.3800000,-1.3570000
K2-264 b,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,5.84000200,0.00067600,-0.00060200,0,2.231,0.151,-0.145,0,0.199,0.013,-0.013,0,5.61000,,,0,0.01760,,,0,0,0.50,0.01,-0.01,0,185.6050000,2.1220000,-2.0750000
K2-264 c,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,19.66030200,0.00349600,-0.00333700,0,2.668,0.201,-0.194,0,0.238,0.018,-0.017,0,7.60000,,,0,0.02390,,,0,0,0.50,0.01,-0.01,0,185.6050000,2.1220000,-2.0750000
K2-265 b,2,1,Transit,2018,0.95 m Kepler Telescope,1,0,2.36917200,0.00008900,-0.00008900,0,1.710,0.110,-0.110,0,0.153,0.010,-0.010,0,6.54000,0.84000,-0.84000,0,0.02058,0.00264,-0.00264,0,0,0.92,0.02,-0.02,0,138.6710000,0.9850000,-0.9700000
K2-266 b,2,4,Transit,2018,0.95 m Kepler Telescope,0,0,0.65852400,0.00001700,-0.00001700,0,3.300,1.800,-1.300,0,0.294,0.161,-0.116,0,11.26782,11.37120,-11.37120,0,0.03545,0.03578,-0.03578,0,0,0.69,0.03,-0.03,0,77.5586000,0.3581000,-0.3549000
K2-266 c,2,4,Transit,2018,0.95 m Kepler Telescope,0,0,7.81400000,0.00190000,-0.00160000,0,0.705,0.096,-0.085,0,0.063,0.009,-0.008,0,0.29013,0.17008,-0.17008,0,0.00091,0.00054,-0.00054,0,0,0.69,0.03,-0.03,0,77.5586000,0.3581000,-0.3549000
K2-266 d,2,4,Transit,2018,0.95 m Kepler Telescope,0,0,14.69700000,0.00034000,-0.00035000,0,2.930,0.140,-0.120,0,0.261,0.012,-0.011,0,8.90000,5.70000,-3.80000,0,0.02800,0.01793,-0.01196,0,1,0.69,0.03,-0.03,0,77.5586000,0.3581000,-0.3549000
K2-266 e,2,4,Transit,2018,0.95 m Kepler Telescope,0,0,19.48200000,0.00120000,-0.00120000,0,2.730,0.140,-0.110,0,0.244,0.012,-0.010,0,14.30000,6.40000,-5.00000,0,0.04499,0.02014,-0.01573,0,1,0.69,0.03,-0.03,0,77.5586000,0.3581000,-0.3549000
K2-268 b,1,5,Transit,2018,0.95 m Kepler Telescope,0,0,2.15167600,0.00000500,-0.00000600,0,1.500,0.120,-0.070,0,0.134,0.011,-0.006,0,2.86000,,,0,0.00899,,,0,0,0.84,0.02,-0.02,0,327.7830000,3.2360000,-3.1750000
K2-268 c,1,5,Transit,2018,0.95 m Kepler Telescope,0,0,9.32752700,0.00002100,-0.00002000,0,2.690,0.770,-0.210,0,0.240,0.069,-0.019,0,7.70000,,,0,0.02420,,,0,0,0.84,0.02,-0.02,0,327.7830000,3.2360000,-3.1750000
K2-268 d,1,5,Transit,2019,0.95 m Kepler Telescope,0,0,4.52859800,0.00001600,-0.00001500,0,1.490,0.140,-0.070,0,0.133,0.012,-0.006,0,2.83000,,,0,0.00889,,,0,0,0.84,0.02,-0.02,0,327.7830000,3.2360000,-3.1750000
K2-268 e,1,5,Transit,2019,0.95 m Kepler Telescope,0,0,6.13124300,0.00003200,-0.00003300,0,1.330,0.110,-0.080,0,0.119,0.010,-0.007,0,2.33000,,,0,0.00733,,,0,0,0.84,0.02,-0.02,0,327.7830000,3.2360000,-3.1750000
K2-268 f,1,5,Transit,2019,0.95 m Kepler Telescope,0,0,26.27057000,0.00010500,-0.00010900,0,2.230,0.150,-0.090,0,0.199,0.013,-0.008,0,5.60000,,,0,0.01760,,,0,0,0.84,0.02,-0.02,0,327.7830000,3.2360000,-3.1750000
K2-269 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,4.14496500,0.00081700,-0.00061900,0,1.570,0.120,-0.120,0,0.140,0.011,-0.011,0,3.09000,,,0,0.00972,,,0,0,1.16,0.04,-0.04,0,360.7600000,15.8050000,-14.5540000
K2-27 b,3,1,Transit,2016,0.95 m Kepler Telescope,1,0,6.77131500,0.00008500,-0.00008500,0,4.480,0.230,-0.230,0,0.400,0.021,-0.021,0,30.90000,4.60000,-4.60000,0,0.09722,0.01447,-0.01447,0,0,0.87,0.03,-0.02,0,249.6450000,2.4890000,-2.4410000
K2-270 b,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,1.54306900,0.00018900,-0.00018500,0,1.380,0.110,-0.110,0,0.123,0.010,-0.010,0,2.48000,,,0,0.00780,,,0,0,0.85,0.02,-0.02,0,280.5180000,2.3850000,-2.3460000
K2-270 c,1,2,Transit,2018,0.95 m Kepler Telescope,0,0,4.40002800,0.00016900,-0.00017800,0,2.950,0.160,-0.160,0,0.263,0.014,-0.014,0,9.01000,,,0,0.02830,,,0,0,0.85,0.02,-0.02,0,280.5180000,2.3850000,-2.3460000
K2-271 b,1,1,Transit,2018,0.95 m Kepler Telescope,0,0,8.56242100,0.00012700,-0.00012700,0,7.280,0.230,-0.230,0,0.649,0.021,-0.021,0,41.80000,,,0,0.13100,,,0,0,0.83,0.03,-0.03,0,564.4540000,13.7000000,-13.7000000
